	ACCN	#of members	final_clus_rep
18942	YP_004782385.1	14	YP_004782385.1
4485	NP_597778.1	14	NP_597778.1
18943	YP_004782398.1	14	YP_004782398.1
79322	YP_009809436.1	14	YP_009809436.1
2569	NP_051721.1	14	NP_051721.1
16343	YP_004009742.1	14	YP_004009742.1
79378	YP_009809522.1	14	YP_009809522.1
64990	YP_009513111.1	14	YP_009513111.1
38399	YP_009018925.1	14	YP_009018925.1
89336	YP_009880902.1	14	YP_009880902.1
38398	YP_009018924.1	14	YP_009018924.1
38397	YP_009018871.1	14	YP_009018871.1
38359	YP_009018723.1	14	YP_009018723.1
56474	YP_009282121.1	14	YP_009282121.1
56469	YP_009282011.1	14	YP_009282011.1
56467	YP_009281994.1	14	YP_009281994.1
101341	YP_010303461.1	14	YP_010303461.1
18057	YP_004327170.1	14	YP_004327170.1
18056	YP_004327153.1	14	YP_004327153.1
18055	YP_004327151.1	14	YP_004327151.1
101335	YP_010303443.1	14	YP_010303443.1
79992	YP_009811501.1	14	YP_009811501.1
38316	YP_009018050.1	14	YP_009018050.1
41331	YP_009100952.1	14	YP_009100952.1
101076	YP_010301347.1	14	YP_010301347.1
37951	YP_009015759.1	14	YP_009015759.1
101071	YP_010301325.1	14	YP_010301325.1
101066	YP_010301173.1	14	YP_010301173.1
53516	YP_009224718.1	14	YP_009224718.1
101064	YP_010301106.1	14	YP_010301106.1
55903	YP_009276892.1	14	YP_009276892.1
55833	YP_009276630.1	14	YP_009276630.1
58958	YP_009322593.1	14	YP_009322593.1
101047	YP_010300841.1	14	YP_010300841.1
101043	YP_010300726.1	14	YP_010300726.1
130	2FIV_A	14	2FIV_A
100023	YP_010113769.1	14	YP_010113769.1
101033	YP_010300414.1	14	YP_010300414.1
17765	YP_004323186.1	14	YP_004323186.1
101030	YP_010300393.1	14	YP_010300393.1
101023	YP_010300225.1	14	YP_010300225.1
55631	YP_009275327.1	14	YP_009275327.1
101017	YP_010300154.1	14	YP_010300154.1
34690	YP_008770745.1	14	YP_008770745.1
108349	YP_010665767.1	14	YP_010665767.1
59164	YP_009324697.1	14	YP_009324697.1
101005	YP_010299753.1	14	YP_010299753.1
64129	YP_009483137.1	14	YP_009483137.1
16589	YP_004061967.1	14	YP_004061967.1
53515	YP_009224714.1	14	YP_009224714.1
80003	YP_009811682.1	14	YP_009811682.1
23339	YP_006908447.1	14	YP_006908447.1
82348	YP_009821683.1	14	YP_009821683.1
5162	NP_720337.1	14	NP_720337.1
24052	YP_006990359.1	14	YP_006990359.1
24047	YP_006990338.1	14	YP_006990338.1
17948	YP_004324441.1	14	YP_004324441.1
2723	NP_059607.1	14	1RZS_A
48271	YP_009189205.1	14	YP_009189205.1
101111	YP_010302190.1	14	YP_010302190.1
23328	YP_006908411.1	14	YP_006908411.1
101107	YP_010302155.1	14	YP_010302155.1
105379	YP_010651011.1	14	YP_010651011.1
16526	YP_004061591.1	14	YP_004061591.1
101088	YP_010301651.1	14	YP_010301651.1
16530	YP_004061599.1	14	YP_004061599.1
64359	YP_009505924.1	14	YP_009505924.1
19875	YP_004934615.1	14	YP_004934615.1
56184	YP_009278497.1	14	YP_009278497.1
56158	YP_009278244.1	14	YP_009278244.1
56156	YP_009278181.1	14	YP_009278181.1
16552	YP_004061791.1	14	YP_004061791.1
101087	YP_010301650.1	14	YP_010301650.1
58873	YP_009322117.1	14	YP_009322117.1
16571	YP_004061913.1	14	YP_004061913.1
67300	YP_009597493.1	14	YP_009597493.1
103406	YP_010359429.1	14	YP_010359429.1
1731	NP_045287.1	14	NP_045287.1
98066	YP_010101900.1	14	YP_010101900.1
47170	YP_009174413.1	14	YP_009174413.1
42770	YP_009119827.1	14	YP_009119827.1
76248	YP_009794408.1	14	YP_009794408.1
75208	YP_009787896.1	14	YP_009787896.1
112232	YP_010680675.1	14	YP_010680675.1
98060	YP_010101860.1	14	YP_010101860.1
75256	YP_009788091.1	14	YP_009788091.1
42737	YP_009119739.1	14	YP_009119739.1
98059	YP_010101857.1	14	YP_010101857.1
73777	YP_009667178.1	14	YP_009667178.1
76245	YP_009794389.1	14	YP_009794389.1
71526	YP_009621197.1	14	YP_009621197.1
73750	YP_009666749.1	14	YP_009666749.1
91105	YP_009910406.1	14	YP_009910406.1
47222	YP_009174531.1	14	YP_009174531.1
71529	YP_009621218.1	14	YP_009621218.1
26779	YP_007236503.1	14	YP_007236503.1
76249	YP_009794409.1	14	YP_009794409.1
47112	YP_009174236.1	14	YP_009174236.1
71532	YP_009621228.1	14	YP_009621228.1
50672	YP_009211705.1	14	YP_009211705.1
27239	YP_007348410.1	14	YP_007348410.1
115172	YP_223956.1	14	YP_223956.1
26852	YP_007236824.1	14	YP_007236824.1
30406	YP_008051621.1	14	YP_008051621.1
71184	YP_009620142.1	14	YP_009620142.1
50216	YP_009207788.1	14	YP_009207788.1
46895	YP_009173647.1	14	YP_009173647.1
115273	YP_224274.1	14	YP_224274.1
93590	YP_010051509.1	14	YP_010051509.1
14734	YP_003359114.1	14	YP_003359114.1
68484	YP_009603406.1	14	YP_009603406.1
47106	YP_009174177.1	14	YP_009174177.1
76250	YP_009794411.1	14	YP_009794411.1
42867	YP_009120148.1	14	YP_009120148.1
1183	NP_037731.1	14	NP_037731.1
6418	NP_891762.1	14	NP_891762.1
98067	YP_010101921.1	14	YP_010101921.1
26778	YP_007236485.1	14	YP_007236485.1
71538	YP_009621254.1	14	YP_009621254.1
29467	YP_007676697.1	14	YP_007676697.1
48471	YP_009190451.1	14	YP_009190451.1
71577	YP_009621427.1	14	YP_009621427.1
71584	YP_009621468.1	14	YP_009621468.1
111969	YP_010679486.1	14	YP_010679486.1
7038	NP_958291.1	14	NP_958291.1
5560	NP_817456.1	14	NP_817456.1
93791	YP_010053064.1	14	YP_010053064.1
77582	YP_009800365.1	14	YP_009800365.1
115675	YP_239810.1	14	YP_239810.1
98926	YP_010107945.1	14	YP_010107945.1
90923	YP_009908426.1	14	YP_009908426.1
111955	YP_010679351.1	14	YP_010679351.1
71670	YP_009622477.1	14	YP_009622477.1
91899	YP_009961181.1	14	YP_009961181.1
98946	YP_010108153.1	14	YP_010108153.1
98947	YP_010108205.1	14	YP_010108205.1
26681	YP_007173635.1	14	YP_007173635.1
98949	YP_010108564.1	14	YP_010108564.1
71576	YP_009621426.1	14	YP_009621426.1
71575	YP_009621424.1	14	YP_009621424.1
71540	YP_009621258.1	14	YP_009621258.1
68372	YP_009602997.1	14	YP_009602997.1
30271	YP_008004421.1	14	YP_008004421.1
98057	YP_010101854.1	14	YP_010101854.1
71555	YP_009621344.1	14	YP_009621344.1
26774	YP_007236449.1	14	YP_007236449.1
76240	YP_009794372.1	14	YP_009794372.1
71556	YP_009621346.1	14	YP_009621346.1
27017	YP_007237651.1	14	YP_007237651.1
115573	YP_239277.1	14	YP_239277.1
71570	YP_009621410.1	14	YP_009621410.1
47365	YP_009174861.1	14	YP_009174861.1
50917	YP_009213443.1	14	YP_009213443.1
68423	YP_009603090.1	14	YP_009603090.1
71571	YP_009621411.1	14	YP_009621411.1
76238	YP_009794351.1	14	YP_009794351.1
98052	YP_010101791.1	14	YP_010101791.1
68383	YP_009603020.1	14	YP_009603020.1
71572	YP_009621414.1	14	YP_009621414.1
22854	YP_006905909.1	14	YP_006905909.1
22175	YP_006489163.1	14	YP_006489163.1
76260	YP_009794459.1	14	YP_009794459.1
29463	YP_007676672.1	14	YP_007676672.1
29077	YP_007675352.1	14	YP_007675352.1
70652	YP_009615492.1	14	YP_009615492.1
96394	YP_010085506.1	14	YP_010085506.1
93054	YP_010012962.1	14	YP_010012962.1
93066	YP_010013190.1	14	YP_010013190.1
43162	YP_009121874.1	14	YP_009121874.1
14962	YP_003579995.1	14	YP_003579995.1
969	7MIA_A	14	7MIA_A
74483	YP_009783639.1	14	YP_009783639.1
32161	YP_008129940.1	14	YP_008129940.1
114115	YP_068195.1	14	YP_068195.1
32353	YP_008240065.1	14	YP_008240065.1
935	7KLN_A2	14	7KLN_A2
50420	YP_009209681.1	14	YP_009209681.1
12980	YP_002290943.1	14	YP_002290943.1
45035	YP_009151753.1	14	YP_009151753.1
32354	YP_008240139.1	14	YP_008240139.1
76660	YP_009796953.1	14	YP_009796953.1
32347	YP_008239993.1	14	YP_008239993.1
70917	YP_009617793.1	14	YP_009617793.1
74508	YP_009783835.1	14	YP_009783835.1
50368	YP_009209153.1	14	YP_009209153.1
112904	YP_010731770.1	14	YP_010731770.1
29465	YP_007676695.1	14	YP_007676695.1
76405	YP_009795486.1	14	YP_009795486.1
76536	YP_009796624.1	14	YP_009796624.1
15046	YP_003734268.1	14	YP_003734268.1
27281	YP_007348514.1	14	YP_007348514.1
114140	YP_068305.1	14	YP_068305.1
98443	YP_010105910.1	14	YP_010105910.1
74694	YP_009784708.1	14	YP_009784708.1
22065	YP_006423945.1	14	YP_006423945.1
31536	YP_008060824.1	14	YP_008060824.1
31528	YP_008060640.1	14	YP_008060640.1
43306	YP_009125119.1	14	YP_009125119.1
1581	NP_043543.1	14	NP_043543.1
45072	YP_009152021.1	14	YP_009152021.1
32346	YP_008239992.1	14	YP_008239992.1
74745	YP_009785107.1	14	YP_009785107.1
92874	YP_010001228.1	14	YP_010001228.1
93173	YP_010013664.1	14	YP_010013664.1
14888	YP_003429425.1	14	YP_003429425.1
93306	YP_010038048.1	14	YP_010038048.1
93315	YP_010038079.1	14	YP_010038079.1
93336	YP_010049657.1	14	YP_010049657.1
112369	YP_010681532.1	14	YP_010681532.1
112364	YP_010681521.1	14	YP_010681521.1
112362	YP_010681519.1	14	YP_010681519.1
74050	YP_009703840.1	14	YP_009703840.1
74049	YP_009703761.1	14	YP_009703761.1
46017	YP_009165706.1	14	YP_009165706.1
48742	YP_009194079.1	14	YP_009194079.1
26864	YP_007236924.1	14	YP_007236924.1
46257	YP_009167355.1	14	YP_009167355.1
46258	YP_009167358.1	14	6R1I_A
48730	YP_009194057.1	14	YP_009194057.1
48651	YP_009193602.1	14	YP_009193602.1
76266	YP_009794481.1	14	YP_009794481.1
115158	YP_223932.1	14	YP_223932.1
29473	YP_007676767.1	14	YP_007676767.1
20518	YP_004957813.1	14	YP_004957813.1
70074	YP_009612598.1	14	YP_009612598.1
13773	YP_002922807.1	14	YP_002922807.1
28300	YP_007518479.1	14	YP_007518479.1
91460	YP_009949571.1	14	YP_009949571.1
70160	YP_009612891.1	14	YP_009612891.1
74422	YP_009782976.1	14	YP_009782976.1
49029	YP_009196326.1	14	YP_009196326.1
114890	YP_195187.1	14	YP_195187.1
70111	YP_009612802.1	14	YP_009612802.1
112503	YP_010683717.1	14	YP_010683717.1
857	7AQH_A	14	7AQH_A
868	7CMA_A	14	7CMA_A
1153	AP_000407.1	14	AP_000407.1
97670	YP_010095443.1	14	YP_010095443.1
12925	YP_002274144.1	14	YP_002274144.1
91753	YP_009953927.1	14	YP_009953927.1
27956	YP_007501236.1	14	YP_007501236.1
115015	YP_214297.1	14	YP_214297.1
71672	YP_009622481.1	14	YP_009622481.1
33167	YP_008318313.1	14	YP_008318313.1
111930	YP_010679254.1	14	YP_010679254.1
20238	YP_004957114.1	14	YP_004957114.1
110851	YP_010675864.1	14	YP_010675864.1
69416	YP_009610544.1	14	YP_009610544.1
67528	YP_009598832.1	14	YP_009598832.1
29476	YP_007676823.1	14	YP_007676823.1
69415	YP_009610514.1	14	YP_009610514.1
94047	YP_010056436.1	14	YP_010056436.1
44098	YP_009143331.1	14	YP_009143331.1
71984	YP_009623961.1	14	YP_009623961.1
71878	YP_009623493.1	14	YP_009623493.1
69412	YP_009610447.1	14	YP_009610447.1
110658	YP_010675377.1	14	YP_010675377.1
94882	YP_010064250.1	14	YP_010064250.1
15273	YP_003858545.1	14	YP_003858545.1
99118	YP_010110127.1	14	YP_010110127.1
76154	YP_009793680.1	14	YP_009793680.1
27890	YP_007417802.1	14	YP_007417802.1
99042	YP_010109617.1	14	YP_010109617.1
99027	YP_010109341.1	14	YP_010109341.1
14506	YP_003358451.1	14	YP_003358451.1
44134	YP_009146039.1	14	YP_009146039.1
113169	YP_010740100.1	14	YP_010740100.1
69445	YP_009610806.1	14	YP_009610806.1
51441	YP_009216920.1	14	YP_009216920.1
7137	NP_982306.1	14	NP_982306.1
78136	YP_009802644.1	14	YP_009802644.1
50100	YP_009206347.1	14	YP_009206347.1
116554	YP_406451.1	14	YP_406451.1
67992	YP_009600685.1	14	YP_009600685.1
113096	YP_010739727.1	14	YP_010739727.1
42165	YP_009111110.1	14	YP_009111110.1
50070	YP_009206188.1	14	YP_009206188.1
113107	YP_010739826.1	14	YP_010739826.1
33553	YP_008408703.1	14	YP_008408703.1
111026	YP_010676481.1	14	YP_010676481.1
72533	YP_009637126.1	14	YP_009637126.1
111025	YP_010676477.1	14	YP_010676477.1
78381	YP_009803722.1	14	YP_009803722.1
26435	YP_007016488.1	14	YP_007016488.1
78388	YP_009803758.1	14	YP_009803758.1
75815	YP_009791504.1	14	YP_009791504.1
110370	YP_010673142.1	14	YP_010673142.1
50036	YP_009205325.1	14	YP_009205325.1
51961	YP_009219020.1	14	YP_009219020.1
15227	YP_003857050.1	14	YP_003857050.1
49881	YP_009203196.1	14	YP_009203196.1
78537	YP_009806464.1	14	YP_009806464.1
94739	YP_010061664.1	14	YP_010061664.1
90045	YP_009889371.1	14	YP_009889371.1
78391	YP_009803793.1	14	YP_009803793.1
116965	YP_589075.1	14	YP_589075.1
49987	YP_009204501.1	14	YP_009204501.1
94296	YP_010059069.1	14	YP_010059069.1
377	4GIP_A	14	4GIP_A
48284	YP_009189227.1	14	YP_009189227.1
69314	YP_009610008.1	14	YP_009610008.1
97655	YP_010095225.1	14	YP_010095225.1
20800	YP_005087341.1	14	YP_005087341.1
113076	YP_010739495.1	14	YP_010739495.1
67320	YP_009597941.1	14	YP_009597941.1
99243	YP_010110715.1	14	YP_010110715.1
78393	YP_009803811.1	14	YP_009803811.1
76145	YP_009793357.1	14	YP_009793357.1
113080	YP_010739539.1	14	YP_010739539.1
48111	YP_009188474.1	14	YP_009188474.1
20226	YP_004957001.1	14	YP_004957001.1
116770	YP_512305.1	14	YP_512305.1
113078	YP_010739530.1	14	YP_010739530.1
1432	NP_042092.1	14	NP_042092.1
51580	YP_009217336.1	14	YP_009217336.1
110442	YP_010674257.1	14	YP_010674257.1
27839	YP_007392641.1	14	YP_007392641.1
78443	YP_009804665.1	14	YP_009804665.1
41885	YP_009103980.1	14	YP_009103980.1
49837	YP_009202281.1	14	YP_009202281.1
110406	YP_010673596.1	14	YP_010673596.1
8083	YP_001294420.1	14	YP_001294420.1
45130	YP_009152925.1	14	YP_009152925.1
42241	YP_009112664.1	14	YP_009112664.1
27887	YP_007417798.1	14	YP_007417798.1
90863	YP_009905394.1	14	YP_009905394.1
72829	YP_009639644.1	14	YP_009639644.1
27719	YP_007366641.1	14	YP_007366641.1
68307	YP_009601736.1	14	YP_009601736.1
76213	YP_009794221.1	14	YP_009794221.1
68308	YP_009601737.1	14	YP_009601737.1
33298	YP_008319380.2	14	YP_008319380.2
111453	YP_010677640.1	14	YP_010677640.1
43649	YP_009134004.1	14	YP_009134004.1
42201	YP_009111225.1	14	YP_009111225.1
1360	NP_040996.1	14	5B1Z_D
76212	YP_009794218.1	14	YP_009794218.1
68334	YP_009602307.1	14	YP_009602307.1
29874	YP_007877524.1	14	YP_007877524.1
93877	YP_010054331.1	14	YP_010054331.1
21326	YP_006347730.1	14	YP_006347730.1
76211	YP_009794211.1	14	YP_009794211.1
111515	YP_010678445.1	14	YP_010678445.1
111510	YP_010678422.1	14	YP_010678422.1
14125	YP_003212883.1	14	YP_003212883.1
90871	YP_009905475.1	14	YP_009905475.1
111511	YP_010678427.1	14	YP_010678427.1
92302	YP_009985734.1	14	YP_009985734.1
12633	YP_002213789.1	14	YP_002213789.1
92379	YP_009997067.1	14	YP_009997067.1
116534	YP_398954.1	14	YP_398954.1
87338	YP_009851538.1	13	YP_009851538.1
39810	YP_009046732.1	13	YP_009046732.1
113565	YP_010749907.1	13	YP_010749907.1
113564	YP_010749901.1	13	YP_010749901.1
101036	YP_010300495.1	13	YP_010300495.1
59410	YP_009329121.1	13	YP_009329121.1
1114	8ECH_C	13	8ECH_C
105395	YP_010651254.1	13	YP_010651254.1
37255	YP_009012025.1	13	YP_009012025.1
15053	YP_003734395.1	13	YP_003734395.1
27269	YP_007348486.1	13	YP_007348486.1
113560	YP_010749865.1	13	YP_010749865.1
23721	YP_006987968.1	13	YP_006987968.1
96478	YP_010086279.1	13	YP_010086279.1
9655	YP_001468554.1	13	YP_001468554.1
9654	YP_001468553.1	13	YP_001468553.1
36809	YP_009008922.1	13	YP_009008922.1
27055	YP_007237849.1	13	YP_007237849.1
55800	YP_009276490.1	13	YP_009276490.1
27258	YP_007348451.1	13	YP_007348451.1
96872	YP_010088717.1	13	YP_010088717.1
27305	YP_007348602.1	13	YP_007348602.1
49234	YP_009198849.1	13	YP_009198849.1
4677	NP_613087.1	13	NP_613087.1
59134	YP_009324333.1	13	YP_009324333.1
27256	YP_007348444.1	13	YP_007348444.1
31841	YP_008125787.1	13	YP_008125787.1
27261	YP_007348457.1	13	YP_007348457.1
74953	YP_009785782.1	13	YP_009785782.1
8016	YP_001285921.1	13	YP_001285921.1
27262	YP_007348459.1	13	YP_007348459.1
27266	YP_007348473.1	13	YP_007348473.1
43997	YP_009143112.1	13	YP_009143112.1
113566	YP_010749908.1	13	YP_010749908.1
82882	YP_009824853.1	13	YP_009824853.1
58811	YP_009321523.1	13	YP_009321523.1
22309	YP_006504094.1	13	5Y11_C
27301	YP_007348581.1	13	YP_007348581.1
92941	YP_010002437.1	13	YP_010002437.1
27059	YP_007237870.1	13	YP_007237870.1
27290	YP_007348554.1	13	YP_007348554.1
27060	YP_007237878.1	13	YP_007237878.1
27288	YP_007348552.1	13	YP_007348552.1
60428	YP_009337684.1	13	YP_009337684.1
37584	YP_009015121.1	13	YP_009015121.1
23696	YP_006987902.1	13	YP_006987902.1
60442	YP_009337718.1	13	YP_009337718.1
105458	YP_010651515.1	13	YP_010651515.1
37563	YP_009015030.1	13	YP_009015030.1
92204	YP_009981720.1	13	YP_009981720.1
27057	YP_007237857.1	13	YP_007237857.1
69456	YP_009610936.1	13	YP_009610936.1
92192	YP_009981098.1	13	YP_009981098.1
36682	YP_009007749.1	13	YP_009007749.1
105471	YP_010651545.1	13	YP_010651545.1
36608	YP_009007443.1	13	YP_009007443.1
44384	YP_009147312.1	13	YP_009147312.1
69457	YP_009610943.1	13	YP_009610943.1
27056	YP_007237855.1	13	YP_007237855.1
27278	YP_007348510.1	13	YP_007348510.1
113559	YP_010749788.1	13	YP_010749788.1
49385	YP_009199340.1	13	YP_009199340.1
27299	YP_007348576.1	13	YP_007348576.1
4626	NP_612611.1	13	NP_612611.1
15050	YP_003734370.1	13	YP_003734370.1
49647	YP_009201348.1	13	YP_009201348.1
31840	YP_008125782.1	13	YP_008125782.1
113555	YP_010749763.1	13	YP_010749763.1
36768	YP_009008472.1	13	YP_009008472.1
27291	YP_007348557.1	13	YP_007348557.1
27251	YP_007348431.1	13	YP_007348431.1
83033	YP_009830359.1	13	YP_009830359.1
27063	YP_007237909.1	13	YP_007237909.1
19130	YP_004894283.1	13	YP_004894283.1
101058	YP_010301005.1	13	YP_010301005.1
40225	YP_009052345.1	13	YP_009052345.1
45068	YP_009152010.1	13	YP_009152010.1
92298	YP_009985420.1	13	YP_009985420.1
27250	YP_007348429.1	13	YP_007348429.1
22167	YP_006489058.1	13	YP_006489058.1
78607	YP_009806660.1	13	YP_009806660.1
92316	YP_009986562.1	13	YP_009986562.1
113901	YP_025066.1	13	YP_025066.1
49769	YP_009201866.1	13	YP_009201866.1
24902	YP_007004075.1	13	YP_007004075.1
31864	YP_008125952.1	13	YP_008125952.1
75135	YP_009786703.1	13	YP_009786703.1
75134	YP_009786702.1	13	YP_009786702.1
31862	YP_008125936.1	13	YP_008125936.1
27237	YP_007348407.1	13	YP_007348407.1
22320	YP_006522431.1	13	YP_006522431.1
75129	YP_009786590.1	13	YP_009786590.1
69424	YP_009610661.1	13	YP_009610661.1
6339	NP_872510.1	13	6XB4_A
44446	YP_009148200.1	13	YP_009148200.1
39911	YP_009049828.1	13	YP_009049828.1
105777	YP_010654075.1	13	YP_010654075.1
59253	YP_009325525.1	13	YP_009325525.1
9671	YP_001468608.1	13	YP_001468608.1
27236	YP_007348405.1	13	YP_007348405.1
113146	YP_010740061.1	13	YP_010740061.1
70018	YP_009612343.1	13	YP_009612343.1
3394	NP_078685.1	13	NP_078685.1
27941	YP_007501066.1	13	YP_007501066.1
7988	YP_001285848.1	13	YP_001285848.1
19288	YP_004894891.1	13	YP_004894891.1
40576	YP_009094231.1	13	2X3G_A
113202	YP_010740150.1	13	YP_010740150.1
44513	YP_009148907.1	13	YP_009148907.1
44196	YP_009146631.1	13	YP_009146631.1
27229	YP_007348380.1	13	YP_007348380.1
75258	YP_009788108.1	13	YP_009788108.1
44447	YP_009148204.1	13	YP_009148204.1
75571	YP_009789810.1	13	YP_009789810.1
113156	YP_010740082.1	13	YP_010740082.1
40453	YP_009056478.1	13	YP_009056478.1
113149	YP_010740071.1	13	YP_010740071.1
92307	YP_009986205.1	13	YP_009986205.1
113589	YP_010750419.1	13	YP_010750419.1
27235	YP_007348401.1	13	YP_007348401.1
106305	YP_010656414.1	13	YP_010656414.1
31855	YP_008125893.1	13	YP_008125893.1
97125	YP_010090783.1	13	YP_010090783.1
59149	YP_009324429.1	13	YP_009324429.1
22160	YP_006488966.1	13	YP_006488966.1
106265	YP_010656297.1	13	YP_010656297.1
113583	YP_010750351.1	13	YP_010750351.1
82873	YP_009824453.1	13	YP_009824453.1
31844	YP_008125817.1	13	YP_008125817.1
10971	YP_001648193.1	13	YP_001648193.1
55566	YP_009275164.1	13	YP_009275164.1
117595	YP_717752.1	13	YP_717752.1
27244	YP_007348418.1	13	YP_007348418.1
27245	YP_007348420.1	13	YP_007348420.1
22124	YP_006488807.1	13	YP_006488807.1
27246	YP_007348422.1	13	YP_007348422.1
22123	YP_006488803.1	13	YP_006488803.1
55613	YP_009275246.1	13	YP_009275246.1
23731	YP_006988027.1	13	YP_006988027.1
6316	NP_862890.1	13	NP_862890.1
9664	YP_001468583.1	13	YP_001468583.1
101007	YP_010299810.1	13	YP_010299810.1
37280	YP_009012166.1	13	YP_009012166.1
37399	YP_009012647.1	13	YP_009012647.1
13428	YP_002533512.1	13	YP_002533512.1
22131	YP_006488863.1	13	YP_006488863.1
59178	YP_009324776.1	13	YP_009324776.1
75122	YP_009786499.1	13	YP_009786499.1
59990	YP_009336495.1	13	YP_009336495.1
20	1F15_A	13	1F15_A
75124	YP_009786513.1	13	YP_009786513.1
6356	NP_877459.1	13	NP_877459.1
44445	YP_009148198.1	13	YP_009148198.1
113588	YP_010750407.1	13	YP_010750407.1
19348	YP_004895043.1	13	YP_004895043.1
44444	YP_009148184.1	13	YP_009148184.1
75119	YP_009786485.1	13	YP_009786485.1
75117	YP_009786481.1	13	YP_009786481.1
17699	YP_004322703.1	13	YP_004322703.1
9615	YP_001468394.1	13	YP_001468394.1
27241	YP_007348413.1	13	YP_007348413.1
59222	YP_009325052.1	13	YP_009325052.1
10993	YP_001648323.2	13	YP_001648323.2
82870	YP_009824268.1	13	YP_009824268.1
36898	YP_009009626.1	13	YP_009009626.1
75118	YP_009786482.1	13	YP_009786482.1
27240	YP_007348411.1	13	YP_007348411.1
78608	YP_009806661.1	13	YP_009806661.1
58809	YP_009321503.1	13	YP_009321503.1
73318	YP_009664992.1	13	YP_009664992.1
95209	YP_010078330.1	13	YP_010078330.1
73304	YP_009664891.1	13	YP_009664891.1
73278	YP_009664726.1	13	YP_009664726.1
102338	YP_010356984.1	13	YP_010356984.1
587	5W0K_X	13	5W0K_X
47816	YP_009182209.1	13	YP_009182209.1
73239	YP_009664561.1	13	YP_009664561.1
4307	NP_524563.1	13	4BTP_A
18697	YP_004678811.1	13	YP_004678811.1
361	4F0Z_C	13	4F0Z_C
29889	YP_007877569.1	13	YP_007877569.1
102736	YP_010357769.1	13	YP_010357769.1
57080	YP_009289866.1	13	YP_009289866.1
57085	YP_009289875.1	13	YP_009289875.1
27718	YP_007366630.1	13	YP_007366630.1
39085	YP_009036355.1	13	YP_009036355.1
84783	YP_009839556.1	13	YP_009839556.1
47974	YP_009187658.1	13	YP_009187658.1
116362	YP_358776.1	13	YP_358776.1
14510	YP_003358467.1	13	YP_003358467.1
72741	YP_009639463.1	13	YP_009639463.1
14509	YP_003358466.1	13	YP_003358466.1
57130	YP_009290656.1	13	YP_009290656.1
103009	YP_010358212.1	13	YP_010358212.1
57131	YP_009290657.1	13	YP_009290657.1
84818	YP_009839837.1	13	YP_009839837.1
57145	YP_009290761.1	13	YP_009290761.1
73308	YP_009664945.1	13	YP_009664945.1
71704	YP_009622530.1	13	YP_009622530.1
14505	YP_003358443.1	13	YP_003358443.1
598	5WNA_A	13	5WNA_A
653	6EXP_A	13	6EXP_A
38965	YP_009035442.1	13	YP_009035442.1
104176	YP_010582800.1	13	YP_010582800.1
14631	YP_003358973.1	13	YP_003358973.1
56754	YP_009286080.1	13	YP_009286080.1
39050	YP_009036076.1	13	YP_009036076.1
39051	YP_009036079.1	13	YP_009036079.1
39052	YP_009036093.1	13	YP_009036093.1
58109	YP_009303067.1	13	YP_009303067.1
56790	YP_009286323.1	13	YP_009286323.1
56805	YP_009286457.1	13	YP_009286457.1
93777	YP_010053023.1	13	YP_010053023.1
47564	YP_009177258.1	13	YP_009177258.1
